"cluster"	"Expression_class"	"miRNAcluster_sign"	"signature"	"minimal_number_DB"	"Cluster_members"	"miRNA_targets"
"cl1161_chr9"	"2"	"up"	"up"	"2"	"hsa-miR-199b-5p/hsa-miR-199b-3p/hsa-miR-3154"	"hsa-miR-199b-3p:CALU/hsa-miR-199b-3p:CCDC85C/hsa-miR-199b-3p:EDEM3/hsa-miR-199b-3p:EML4/hsa-miR-199b-3p:GALNT7/hsa-miR-199b-3p:HYOU1/hsa-miR-199b-3p:MMAB/hsa-miR-199b-3p:NUFIP2/hsa-miR-199b-3p:PPP2R2A/hsa-miR-199b-3p:SLC20A2/hsa-miR-199b-3p:SPTLC2/hsa-miR-199b-3p:STC2/hsa-miR-199b-3p:TEAD1/hsa-miR-199b-3p:TSPAN3/hsa-miR-199b-5p:ACTC1/hsa-miR-199b-5p:ADPRH/hsa-miR-199b-5p:AFF1/hsa-miR-199b-5p:ARL4A/hsa-miR-199b-5p:CACNA1S/hsa-miR-199b-5p:CALU/hsa-miR-199b-5p:CCDC25/hsa-miR-199b-5p:CDCA7L/hsa-miR-199b-5p:CDKN1C/hsa-miR-199b-5p:CEP350/hsa-miR-199b-5p:DISC1/hsa-miR-199b-5p:DNAJC3/hsa-miR-199b-5p:DOCK9/hsa-miR-199b-5p:EPDR1/hsa-miR-199b-5p:FAM107B/hsa-miR-199b-5p:HDLBP/hsa-miR-199b-5p:HK2/hsa-miR-199b-5p:IMPG2/hsa-miR-199b-5p:KLF10/hsa-miR-199b-5p:MEF2D/hsa-miR-199b-5p:MTMR2/hsa-miR-199b-5p:MYO3B/hsa-miR-199b-5p:NUFIP2/hsa-miR-199b-5p:PAX3/hsa-miR-199b-5p:PIGS/hsa-miR-199b-5p:PRPS2/hsa-miR-199b-5p:PTGS1/hsa-miR-199b-5p:RAB33A/hsa-miR-199b-5p:RHBDF2/hsa-miR-199b-5p:RHOQ/hsa-miR-199b-5p:RPL15/hsa-miR-199b-5p:RPL37A/hsa-miR-199b-5p:SERBP1/hsa-miR-199b-5p:SIPA1L2/hsa-miR-199b-5p:SLC16A1/hsa-miR-199b-5p:SNX6/hsa-miR-199b-5p:SRL/hsa-miR-199b-5p:SURF4/hsa-miR-199b-5p:TMEM123/hsa-miR-199b-5p:TNK1/hsa-miR-199b-5p:TSPAN3/hsa-miR-199b-5p:TUBB6/hsa-miR-199b-5p:XPOT/hsa-miR-199b-5p:ZNF516"
"cl1161_chr9"	"2"	"up"	"down"	"2"	"hsa-miR-199b-5p/hsa-miR-199b-3p/hsa-miR-3154"	"hsa-miR-199b-3p:ARHGEF12/hsa-miR-199b-3p:C20orf194/hsa-miR-199b-3p:C6orf62/hsa-miR-199b-3p:CDK5R1/hsa-miR-199b-3p:CELF2/hsa-miR-199b-3p:CHKA/hsa-miR-199b-3p:DTNA/hsa-miR-199b-3p:EBF1/hsa-miR-199b-3p:ERBB4/hsa-miR-199b-3p:FBXO28/hsa-miR-199b-3p:IPPK/hsa-miR-199b-3p:LIN28B/hsa-miR-199b-3p:MED12L/hsa-miR-199b-3p:MMP24/hsa-miR-199b-3p:NID2/hsa-miR-199b-3p:PGRMC2/hsa-miR-199b-3p:RABGAP1/hsa-miR-199b-3p:RAPH1/hsa-miR-199b-3p:SNN/hsa-miR-199b-3p:TAOK1/hsa-miR-199b-3p:TULP4/hsa-miR-199b-5p:A2ML1/hsa-miR-199b-5p:ARHGEF12/hsa-miR-199b-5p:ATP13A2/hsa-miR-199b-5p:BRPF3/hsa-miR-199b-5p:C7orf33/hsa-miR-199b-5p:CD200/hsa-miR-199b-5p:CDH1/hsa-miR-199b-5p:CELF2/hsa-miR-199b-5p:CLEC2D/hsa-miR-199b-5p:CNOT6L/hsa-miR-199b-5p:COG6/hsa-miR-199b-5p:DPP6/hsa-miR-199b-5p:DRP2/hsa-miR-199b-5p:EPB41L1/hsa-miR-199b-5p:ERBB4/hsa-miR-199b-5p:FBXO28/hsa-miR-199b-5p:FBXO30/hsa-miR-199b-5p:FBXO9/hsa-miR-199b-5p:FKBP15/hsa-miR-199b-5p:GALE/hsa-miR-199b-5p:GATAD2B/hsa-miR-199b-5p:GPR107/hsa-miR-199b-5p:HDAC9/hsa-miR-199b-5p:JPH3/hsa-miR-199b-5p:KIF1B/hsa-miR-199b-5p:KL/hsa-miR-199b-5p:KLHL29/hsa-miR-199b-5p:KRAS/hsa-miR-199b-5p:MACF1/hsa-miR-199b-5p:MAP2/hsa-miR-199b-5p:MAPK9/hsa-miR-199b-5p:MMP15/hsa-miR-199b-5p:NAPB/hsa-miR-199b-5p:NBEA/hsa-miR-199b-5p:NCOA7/hsa-miR-199b-5p:NTRK3/hsa-miR-199b-5p:PDIK1L/hsa-miR-199b-5p:PEX3/hsa-miR-199b-5p:PHF12/hsa-miR-199b-5p:PURG/hsa-miR-199b-5p:RAB36/hsa-miR-199b-5p:RAB8B/hsa-miR-199b-5p:RASGEF1C/hsa-miR-199b-5p:RBM24/hsa-miR-199b-5p:RIMS1/hsa-miR-199b-5p:SLC10A4/hsa-miR-199b-5p:SLC16A7/hsa-miR-199b-5p:SLITRK2/hsa-miR-199b-5p:SNN/hsa-miR-199b-5p:SOX4/hsa-miR-199b-5p:SS18L1/hsa-miR-199b-5p:ST18/hsa-miR-199b-5p:STX12/hsa-miR-199b-5p:SYN2/hsa-miR-199b-5p:TAOK1/hsa-miR-199b-5p:TBC1D12/hsa-miR-199b-5p:TBC1D14/hsa-miR-199b-5p:TULP3/hsa-miR-199b-5p:ZBTB38/hsa-miR-199b-5p:ZBTB8A/hsa-miR-199b-5p:ZNF215/hsa-miR-199b-5p:ZNF329/hsa-miR-199b-5p:ZNF440/hsa-miR-199b-5p:ZNF527/hsa-miR-199b-5p:ZNF641"
"cl1161_chr9"	"2"	"up"	"down"	"3"	"hsa-miR-199b-5p/hsa-miR-199b-3p/hsa-miR-3154"	"hsa-miR-199b-3p:ARHGEF12/hsa-miR-199b-3p:C6orf62/hsa-miR-199b-3p:CDK5R1/hsa-miR-199b-3p:DTNA/hsa-miR-199b-3p:ERBB4/hsa-miR-199b-3p:IPPK/hsa-miR-199b-3p:LIN28B/hsa-miR-199b-3p:MED12L/hsa-miR-199b-3p:NID2/hsa-miR-199b-3p:RAPH1/hsa-miR-199b-3p:SNN/hsa-miR-199b-3p:TAOK1/hsa-miR-199b-3p:TULP4/hsa-miR-199b-5p:EPB41L1/hsa-miR-199b-5p:HDAC9/hsa-miR-199b-5p:JPH3/hsa-miR-199b-5p:KIF1B/hsa-miR-199b-5p:KL/hsa-miR-199b-5p:RBM24/hsa-miR-199b-5p:RIMS1/hsa-miR-199b-5p:SOX4/hsa-miR-199b-5p:TBC1D14/hsa-miR-199b-5p:ZNF329/hsa-miR-199b-5p:ZNF440"
"cl1161_chr9"	"4"	"down"	"up"	"2"	"hsa-miR-199b-5p/hsa-miR-199b-3p/hsa-miR-3154"	"hsa-miR-199b-3p:ACOX1/hsa-miR-199b-3p:DPF3/hsa-miR-199b-3p:FAM126B/hsa-miR-199b-3p:PDGFRA/hsa-miR-199b-3p:YAP1/hsa-miR-199b-5p:ALS2/hsa-miR-199b-5p:ANTXR2/hsa-miR-199b-5p:BTN2A2/hsa-miR-199b-5p:FAM126B/hsa-miR-199b-5p:FAM43B/hsa-miR-199b-5p:GABRA1/hsa-miR-199b-5p:GPR68/hsa-miR-199b-5p:PDGFRA/hsa-miR-199b-5p:SDCBP/hsa-miR-199b-5p:TOX3/hsa-miR-199b-5p:VCL/hsa-miR-199b-5p:ZFP90"
"cl1189_chrX"	"4"	"up"	"down"	"2"	"hsa-miR-188-5p/hsa-miR-188-3p/hsa-miR-362-5p/hsa-miR-362-3p/hsa-miR-500a-5p/hsa-miR-500a-3p/hsa-miR-501-5p/hsa-miR-501-3p/hsa-miR-502-5p/hsa-miR-502-3p/hsa-miR-532-5p/hsa-miR-532-3p/hsa-miR-660-5p/hsa-miR-660-3p/hsa-miR-500b"	"hsa-miR-188-3p:ANKRD40/hsa-miR-188-3p:KCNJ11/hsa-miR-188-3p:REEP4/hsa-miR-188-3p:TPM4/hsa-miR-188-5p:BCL11B/hsa-miR-188-5p:CDC25B/hsa-miR-188-5p:KPNA1/hsa-miR-188-5p:LSM12/hsa-miR-362-3p:ASH1L/hsa-miR-362-3p:BCL11B/hsa-miR-362-3p:KIF21B/hsa-miR-362-3p:OTX2/hsa-miR-362-3p:PCLO/hsa-miR-362-3p:PDCD2/hsa-miR-362-3p:REEP4/hsa-miR-362-3p:SP6/hsa-miR-362-5p:C1orf198/hsa-miR-501-3p:LDHA/hsa-miR-501-3p:NEFM/hsa-miR-501-3p:TSHZ3/hsa-miR-502-3p:LDHA/hsa-miR-502-3p:NEFM/hsa-miR-502-3p:TSHZ3/hsa-miR-502-5p:GOSR1/hsa-miR-532-3p:ASH1L/hsa-miR-532-3p:CACNA1G/hsa-miR-532-3p:GOSR1/hsa-miR-532-3p:NEFM"
"cl1189_chrX"	"4"	"up"	"down"	"3"	"hsa-miR-188-5p/hsa-miR-188-3p/hsa-miR-362-5p/hsa-miR-362-3p/hsa-miR-500a-5p/hsa-miR-500a-3p/hsa-miR-501-5p/hsa-miR-501-3p/hsa-miR-502-5p/hsa-miR-502-3p/hsa-miR-532-5p/hsa-miR-532-3p/hsa-miR-660-5p/hsa-miR-660-3p/hsa-miR-500b"	"hsa-miR-188-5p:BCL11B/hsa-miR-188-5p:CDC25B/hsa-miR-188-5p:LSM12/hsa-miR-362-3p:BCL11B/hsa-miR-501-3p:LDHA/hsa-miR-502-3p:LDHA/hsa-miR-532-3p:NEFM"
"cl1190_chrX"	"2"	"up"	"up"	"2"	"hsa-let-7f-2-3p/hsa-let-7f-5p/hsa-miR-98"	"hsa-miR-98:ADAMTS5/hsa-miR-98:ADIPOR2/hsa-miR-98:ADPRH/hsa-miR-98:AHCTF1/hsa-miR-98:ARL4D/hsa-miR-98:BAX/hsa-miR-98:BMP2/hsa-miR-98:CALU/hsa-miR-98:CDC34/hsa-miR-98:CDCA7L/hsa-miR-98:CEP350/hsa-miR-98:CMTM6/hsa-miR-98:CRTAP/hsa-miR-98:DISC1/hsa-miR-98:DYRK2/hsa-miR-98:EDEM3/hsa-miR-98:ENAM/hsa-miR-98:FNDC3B/hsa-miR-98:GALNT7/hsa-miR-98:GRIK2/hsa-miR-98:HAND2/hsa-miR-98:HCFC2/hsa-miR-98:HDLBP/hsa-miR-98:HK2/hsa-miR-98:IL11RA/hsa-miR-98:KCNK6/hsa-miR-98:LHCGR/hsa-miR-98:LOXL3/hsa-miR-98:MEF2D/hsa-miR-98:MSN/hsa-miR-98:MSR1/hsa-miR-98:MUC4/hsa-miR-98:MYCN/hsa-miR-98:PAX3/hsa-miR-98:PDE12/hsa-miR-98:PI4K2B/hsa-miR-98:PKN3/hsa-miR-98:PPP2R2A/hsa-miR-98:PPTC7/hsa-miR-98:RALGPS2/hsa-miR-98:RCN1/hsa-miR-98:RFX5/hsa-miR-98:RHBDF2/hsa-miR-98:RNF7/hsa-miR-98:RPL34/hsa-miR-98:SNX6/hsa-miR-98:STX3/hsa-miR-98:SUCLG2/hsa-miR-98:SURF4/hsa-miR-98:TLK1/hsa-miR-98:TSPAN18/hsa-miR-98:WARS2/hsa-miR-98:ZC3HAV1/hsa-miR-98:ZNF516"
"cl1190_chrX"	"2"	"up"	"up"	"3"	"hsa-let-7f-2-3p/hsa-let-7f-5p/hsa-miR-98"	"hsa-miR-98:ADAMTS5/hsa-miR-98:ADIPOR2/hsa-miR-98:AHCTF1/hsa-miR-98:ARL4D/hsa-miR-98:CALU/hsa-miR-98:CDC34/hsa-miR-98:CMTM6/hsa-miR-98:DYRK2/hsa-miR-98:EDEM3/hsa-miR-98:FNDC3B/hsa-miR-98:GRIK2/hsa-miR-98:HAND2/hsa-miR-98:HDLBP/hsa-miR-98:HK2/hsa-miR-98:LOXL3/hsa-miR-98:MEF2D/hsa-miR-98:MSR1/hsa-miR-98:MYCN/hsa-miR-98:PDE12/hsa-miR-98:PPTC7/hsa-miR-98:RNF7/hsa-miR-98:SNX6/hsa-miR-98:STX3/hsa-miR-98:SUCLG2/hsa-miR-98:SURF4/hsa-miR-98:TSPAN18/hsa-miR-98:WARS2/hsa-miR-98:ZNF516"
"cl1190_chrX"	"2"	"up"	"down"	"2"	"hsa-let-7f-2-3p/hsa-let-7f-5p/hsa-miR-98"	"hsa-miR-98:AFF2/hsa-miR-98:ALDH5A1/hsa-miR-98:APBA1/hsa-miR-98:ATXN7L3/hsa-miR-98:B3GAT1/hsa-miR-98:BNC2/hsa-miR-98:BTN2A1/hsa-miR-98:C20orf194/hsa-miR-98:C9orf72/hsa-miR-98:CACNB4/hsa-miR-98:CD200/hsa-miR-98:CD200R1/hsa-miR-98:CDH1/hsa-miR-98:CELF2/hsa-miR-98:CHRD/hsa-miR-98:CNOT6L/hsa-miR-98:CPEB3/hsa-miR-98:DAGLA/hsa-miR-98:DAPK2/hsa-miR-98:DPP6/hsa-miR-98:EPB41L4A/hsa-miR-98:ERBB4/hsa-miR-98:EZH1/hsa-miR-98:FAM135A/hsa-miR-98:FBXO30/hsa-miR-98:GALE/hsa-miR-98:GDPD1/hsa-miR-98:GMIP/hsa-miR-98:GOSR2/hsa-miR-98:GPR107/hsa-miR-98:GPR26/hsa-miR-98:GRIA2/hsa-miR-98:IGDCC3/hsa-miR-98:KCTD13/hsa-miR-98:KIF1B/hsa-miR-98:KLHL13/hsa-miR-98:LAMA1/hsa-miR-98:LGR4/hsa-miR-98:LIN28B/hsa-miR-98:LMX1A/hsa-miR-98:LYSMD1/hsa-miR-98:MAPK9/hsa-miR-98:MEIS3/hsa-miR-98:NEDD4L/hsa-miR-98:NID2/hsa-miR-98:NKIRAS2/hsa-miR-98:NTRK3/hsa-miR-98:PARP16/hsa-miR-98:PRDM2/hsa-miR-98:PSD3/hsa-miR-98:PURG/hsa-miR-98:RAB8B/hsa-miR-98:RALGPS1/hsa-miR-98:RASSF4/hsa-miR-98:RBMS2/hsa-miR-98:SALL2/hsa-miR-98:SLC22A23/hsa-miR-98:SMAP2/hsa-miR-98:SMURF2/hsa-miR-98:SNN/hsa-miR-98:SORBS2/hsa-miR-98:SSH1/hsa-miR-98:SYNC/hsa-miR-98:SYT16/hsa-miR-98:TBC1D12/hsa-miR-98:TRIM71/hsa-miR-98:TRPC5/hsa-miR-98:ULK2/hsa-miR-98:VASH2/hsa-miR-98:WDR37/hsa-miR-98:YPEL2/hsa-miR-98:ZNF211/hsa-miR-98:ZNF215/hsa-miR-98:ZNF329/hsa-miR-98:ZNF583/hsa-miR-98:ZNF641"
"cl1190_chrX"	"2"	"up"	"down"	"3"	"hsa-let-7f-2-3p/hsa-let-7f-5p/hsa-miR-98"	"hsa-miR-98:ATXN7L3/hsa-miR-98:BNC2/hsa-miR-98:C20orf194/hsa-miR-98:CD200R1/hsa-miR-98:CHRD/hsa-miR-98:CNOT6L/hsa-miR-98:CPEB3/hsa-miR-98:EZH1/hsa-miR-98:FAM135A/hsa-miR-98:FBXO30/hsa-miR-98:GALE/hsa-miR-98:GDPD1/hsa-miR-98:GPR26/hsa-miR-98:IGDCC3/hsa-miR-98:KIF1B/hsa-miR-98:KLHL13/hsa-miR-98:LGR4/hsa-miR-98:LIN28B/hsa-miR-98:LMX1A/hsa-miR-98:MEIS3/hsa-miR-98:NID2/hsa-miR-98:NKIRAS2/hsa-miR-98:NTRK3/hsa-miR-98:PRDM2/hsa-miR-98:RAB8B/hsa-miR-98:RALGPS1/hsa-miR-98:RBMS2/hsa-miR-98:SLC22A23/hsa-miR-98:SNN/hsa-miR-98:SSH1/hsa-miR-98:TRIM71/hsa-miR-98:ULK2/hsa-miR-98:WDR37/hsa-miR-98:ZNF583"
"cl1190_chrX"	"2"	"up"	"down"	"4"	"hsa-let-7f-2-3p/hsa-let-7f-5p/hsa-miR-98"	"hsa-miR-98:CD200R1/hsa-miR-98:CHRD/hsa-miR-98:CPEB3/hsa-miR-98:FAM135A/hsa-miR-98:GALE/hsa-miR-98:GDPD1/hsa-miR-98:KIF1B/hsa-miR-98:LGR4/hsa-miR-98:LIN28B/hsa-miR-98:LMX1A/hsa-miR-98:MEIS3/hsa-miR-98:NID2/hsa-miR-98:PRDM2/hsa-miR-98:RAB8B/hsa-miR-98:SNN/hsa-miR-98:ULK2/hsa-miR-98:WDR37/hsa-miR-98:ZNF583"
"cl1190_chrX"	"3"	"down"	"up"	"2"	"hsa-let-7f-2-3p/hsa-let-7f-5p/hsa-miR-98"	"hsa-miR-98:BTBD9/hsa-miR-98:C6orf120/hsa-miR-98:CASC3/hsa-miR-98:COIL/hsa-miR-98:COL21A1/hsa-miR-98:CYTH3/hsa-miR-98:DCX/hsa-miR-98:DLGAP1/hsa-miR-98:GGA3/hsa-miR-98:GPLD1/hsa-miR-98:HELZ/hsa-miR-98:HMGA1/hsa-miR-98:KCNJ2/hsa-miR-98:LSM11/hsa-miR-98:LUC7L3/hsa-miR-98:MYCBP/hsa-miR-98:MYO1H/hsa-miR-98:MYRIP/hsa-miR-98:PM20D2/hsa-miR-98:POU2F1/hsa-miR-98:RNF8/hsa-miR-98:SLC31A1/hsa-miR-98:SLCO5A1/hsa-miR-98:SMAP1/hsa-miR-98:SNAP91/hsa-miR-98:SNX30/hsa-miR-98:SOCS7/hsa-miR-98:SPIRE1/hsa-miR-98:ST6GAL1/hsa-miR-98:TBKBP1/hsa-miR-98:TGFBR3/hsa-miR-98:TTLL11/hsa-miR-98:VPS26B/hsa-miR-98:ZNF318/hsa-miR-98:ZNF451"
"cl1190_chrX"	"3"	"down"	"up"	"3"	"hsa-let-7f-2-3p/hsa-let-7f-5p/hsa-miR-98"	"hsa-miR-98:BTBD9/hsa-miR-98:COIL/hsa-miR-98:DCX/hsa-miR-98:GGA3/hsa-miR-98:HELZ/hsa-miR-98:HMGA1/hsa-miR-98:LSM11/hsa-miR-98:MYCBP/hsa-miR-98:MYRIP/hsa-miR-98:RNF8/hsa-miR-98:SLC31A1/hsa-miR-98:SLCO5A1/hsa-miR-98:SNX30/hsa-miR-98:TBKBP1/hsa-miR-98:TGFBR3/hsa-miR-98:ZNF318"
"cl1190_chrX"	"3"	"down"	"down"	"2"	"hsa-let-7f-2-3p/hsa-let-7f-5p/hsa-miR-98"	"hsa-miR-98:AKAP6/hsa-miR-98:ANGPTL2/hsa-miR-98:CALD1/hsa-miR-98:CCNJL/hsa-miR-98:CDK6/hsa-miR-98:FANCC/hsa-miR-98:FKBP10/hsa-miR-98:FMO4/hsa-miR-98:GAB3/hsa-miR-98:IFT80/hsa-miR-98:KCNH5/hsa-miR-98:LIMD1/hsa-miR-98:LRIG3/hsa-miR-98:MAP2K6/hsa-miR-98:MPP4/hsa-miR-98:NRTN/hsa-miR-98:NTN1/hsa-miR-98:PALM3/hsa-miR-98:PARD6B/hsa-miR-98:PRRX1/hsa-miR-98:PYGO2/hsa-miR-98:RAVER2/hsa-miR-98:ROBO2/hsa-miR-98:SCHIP1/hsa-miR-98:SCN5A/hsa-miR-98:SGCD/hsa-miR-98:SMAD2/hsa-miR-98:SNX11/hsa-miR-98:SPCS3/hsa-miR-98:SYT1/hsa-miR-98:TMBIM4/hsa-miR-98:TMEM25/hsa-miR-98:TXLNA/hsa-miR-98:UBXN4/hsa-miR-98:WDFY3"
"cl1195_chrX"	"1"	"down"	"up"	"2"	"hsa-miR-421/hsa-miR-374b-5p/hsa-miR-374b-3p/hsa-miR-374c-5p/hsa-miR-374c-3p"	"hsa-miR-421:ABCD2/hsa-miR-421:ADRB3/hsa-miR-421:AFF3/hsa-miR-421:AKAP5/hsa-miR-421:AKR7A2/hsa-miR-421:ANKRD12/hsa-miR-421:ANKS1B/hsa-miR-421:ARL1/hsa-miR-421:ARPC5/hsa-miR-421:ATPAF1/hsa-miR-421:B3GNT2/hsa-miR-421:B4GALT4/hsa-miR-421:BAG5/hsa-miR-421:BMF/hsa-miR-421:CAP2/hsa-miR-421:CAPN2/hsa-miR-421:CHN2/hsa-miR-421:CLDN11/hsa-miR-421:CMTM4/hsa-miR-421:COL15A1/hsa-miR-421:CPEB4/hsa-miR-421:CPNE4/hsa-miR-421:CRY2/hsa-miR-421:DCLK3/hsa-miR-421:DLX3/hsa-miR-421:DMRT2/hsa-miR-421:DNM3/hsa-miR-421:DSE/hsa-miR-421:DYNC1I1/hsa-miR-421:EDARADD/hsa-miR-421:ELK3/hsa-miR-421:ELMOD1/hsa-miR-421:ELOVL2/hsa-miR-421:ENPP6/hsa-miR-421:EPHA3/hsa-miR-421:EPHA4/hsa-miR-421:EPHA7/hsa-miR-421:FAM120A/hsa-miR-421:FAM89A/hsa-miR-421:FGD4/hsa-miR-421:FOXN3/hsa-miR-421:GAD1/hsa-miR-421:GADD45A/hsa-miR-421:GALR1/hsa-miR-421:GATM/hsa-miR-421:GIT2/hsa-miR-421:GTDC1/hsa-miR-421:HOMER1/hsa-miR-421:HOOK1/hsa-miR-421:HPCAL1/hsa-miR-421:ICMT/hsa-miR-421:JPH1/hsa-miR-421:KRT80/hsa-miR-421:LPIN1/hsa-miR-421:LRP4/hsa-miR-421:LRRC55/hsa-miR-421:MID1/hsa-miR-421:MLLT6/hsa-miR-421:MSX2/hsa-miR-421:NFYB/hsa-miR-421:NMT2/hsa-miR-421:NPAS2/hsa-miR-421:NRG2/hsa-miR-421:ONECUT2/hsa-miR-421:OSBPL3/hsa-miR-421:PDE4B/hsa-miR-421:PFN2/hsa-miR-421:PKD2/hsa-miR-421:PLCB1/hsa-miR-421:PMP22/hsa-miR-421:PREPL/hsa-miR-421:PTPRO/hsa-miR-421:PTPRR/hsa-miR-421:PTPRZ1/hsa-miR-421:PURA/hsa-miR-421:RAB14/hsa-miR-421:RASSF8/hsa-miR-421:RBBP9/hsa-miR-421:REV3L/hsa-miR-421:RHOU/hsa-miR-421:RSBN1/hsa-miR-421:RTTN/hsa-miR-421:S100A2/hsa-miR-421:SCOC/hsa-miR-421:SEC24A/hsa-miR-421:SGIP1/hsa-miR-421:SIRPA/hsa-miR-421:SLC13A3/hsa-miR-421:SLC24A4/hsa-miR-421:SLC4A10/hsa-miR-421:SLC6A6/hsa-miR-421:SNX21/hsa-miR-421:SOCS2/hsa-miR-421:SORBS1/hsa-miR-421:SORCS3/hsa-miR-421:SPOCK2/hsa-miR-421:STAT5A/hsa-miR-421:STIM2/hsa-miR-421:SUMF1/hsa-miR-421:SV2A/hsa-miR-421:SYT4/hsa-miR-421:TAOK2/hsa-miR-421:TAX1BP1/hsa-miR-421:TBC1D30/hsa-miR-421:TCHH/hsa-miR-421:TEX11/hsa-miR-421:TLE1/hsa-miR-421:TMTC4/hsa-miR-421:TP53BP2/hsa-miR-421:TRPM3/hsa-miR-421:TSC22D2/hsa-miR-421:USH2A/hsa-miR-421:VGLL4/hsa-miR-421:WIF1/hsa-miR-421:ZBTB34/hsa-miR-421:ZIC2/hsa-miR-421:ZIC5/hsa-miR-421:ZNF648"
"cl1195_chrX"	"1"	"down"	"up"	"3"	"hsa-miR-421/hsa-miR-374b-5p/hsa-miR-374b-3p/hsa-miR-374c-5p/hsa-miR-374c-3p"	"hsa-miR-421:AFF3/hsa-miR-421:ANKS1B/hsa-miR-421:ATPAF1/hsa-miR-421:BMF/hsa-miR-421:CLDN11/hsa-miR-421:CPEB4/hsa-miR-421:CPNE4/hsa-miR-421:DLX3/hsa-miR-421:ELMOD1/hsa-miR-421:EPHA4/hsa-miR-421:FAM120A/hsa-miR-421:FGD4/hsa-miR-421:FOXN3/hsa-miR-421:HOMER1/hsa-miR-421:HOOK1/hsa-miR-421:MLLT6/hsa-miR-421:ONECUT2/hsa-miR-421:PDE4B/hsa-miR-421:SGIP1/hsa-miR-421:SIRPA/hsa-miR-421:SORBS1/hsa-miR-421:SORCS3/hsa-miR-421:TMTC4/hsa-miR-421:ZIC2"
"cl1195_chrX"	"1"	"down"	"up"	"4"	"hsa-miR-421/hsa-miR-374b-5p/hsa-miR-374b-3p/hsa-miR-374c-5p/hsa-miR-374c-3p"	"hsa-miR-421:BMF/hsa-miR-421:CPEB4/hsa-miR-421:CPNE4/hsa-miR-421:DLX3/hsa-miR-421:ELMOD1/hsa-miR-421:MLLT6/hsa-miR-421:PDE4B/hsa-miR-421:SORCS3/hsa-miR-421:ZIC2"
"cl1195_chrX"	"1"	"down"	"down"	"2"	"hsa-miR-421/hsa-miR-374b-5p/hsa-miR-374b-3p/hsa-miR-374c-5p/hsa-miR-374c-3p"	"hsa-miR-421:ABCC5/hsa-miR-421:ABT1/hsa-miR-421:ANK3/hsa-miR-421:ARHGAP19/hsa-miR-421:BCLAF1/hsa-miR-421:BTBD3/hsa-miR-421:BTG2/hsa-miR-421:CA14/hsa-miR-421:CALCB/hsa-miR-421:CCDC28A/hsa-miR-421:CCNC/hsa-miR-421:CDK20/hsa-miR-421:CLDN1/hsa-miR-421:COL11A1/hsa-miR-421:COL3A1/hsa-miR-421:CPLX1/hsa-miR-421:CRIM1/hsa-miR-421:CTSC/hsa-miR-421:DCN/hsa-miR-421:DEK/hsa-miR-421:DLX2/hsa-miR-421:E2F8/hsa-miR-421:EHD1/hsa-miR-421:ENC1/hsa-miR-421:EYA1/hsa-miR-421:FAM76B/hsa-miR-421:FIGN/hsa-miR-421:FKBP9/hsa-miR-421:FLRT2/hsa-miR-421:FMO2/hsa-miR-421:FOXO3/hsa-miR-421:FSTL5/hsa-miR-421:GABRB3/hsa-miR-421:GOPC/hsa-miR-421:GPR180/hsa-miR-421:GRIA4/hsa-miR-421:GRIK3/hsa-miR-421:GUCA1B/hsa-miR-421:HNRNPA1/hsa-miR-421:KIAA0586/hsa-miR-421:LAMB4/hsa-miR-421:LAMP3/hsa-miR-421:LRRC18/hsa-miR-421:LYRM2/hsa-miR-421:MAGI3/hsa-miR-421:MAP3K4/hsa-miR-421:MAP3K7/hsa-miR-421:MARK1/hsa-miR-421:MET/hsa-miR-421:MS4A6A/hsa-miR-421:MTAP/hsa-miR-421:NBR1/hsa-miR-421:NCAM1/hsa-miR-421:NFIB/hsa-miR-421:NFYA/hsa-miR-421:NIPA1/hsa-miR-421:NLK/hsa-miR-421:NOL4/hsa-miR-421:NOTCH2/hsa-miR-421:NOX4/hsa-miR-421:NRG3/hsa-miR-421:NUP153/hsa-miR-421:OAF/hsa-miR-421:PBX3/hsa-miR-421:PCDHA1/hsa-miR-421:PDE5A/hsa-miR-421:PDE6H/hsa-miR-421:PDPN/hsa-miR-421:PLCL1/hsa-miR-421:POLR1D/hsa-miR-421:PPFIBP1/hsa-miR-421:PPHLN1/hsa-miR-421:PPP2R2C/hsa-miR-421:PRKD1/hsa-miR-421:PTGER2/hsa-miR-421:PTGFR/hsa-miR-421:RAB3GAP2/hsa-miR-421:RAI14/hsa-miR-421:RBMS3/hsa-miR-421:RCC2/hsa-miR-421:RFX7/hsa-miR-421:RIOK1/hsa-miR-421:RNF111/hsa-miR-421:ROBO1/hsa-miR-421:ROCK1/hsa-miR-421:RSU1/hsa-miR-421:SLC6A15/hsa-miR-421:SNRPD2/hsa-miR-421:SNRPE/hsa-miR-421:SOX9/hsa-miR-421:SP110/hsa-miR-421:SSX2IP/hsa-miR-421:TBX18/hsa-miR-421:TEX15/hsa-miR-421:TP53/hsa-miR-421:WASF2/hsa-miR-421:WDR72/hsa-miR-421:YTHDF2/hsa-miR-421:ZC3H12C/hsa-miR-421:ZNF292/hsa-miR-421:ZNF609"
